Keyword	Match type	Campaign	Ad group	Final URL	Impr.	Clicks	Cost
[bulk baby clothing sets]	Exact match	AU_Generic_P-V_Apparel	Accessories Baby_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_app_928466376397_x182644073401	31	5	26.36
"""human hair suppliers"""	Phrase match	AU_Generic_P-V_Beauty	Hair-Appliances_Supplier_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_5052612690_y178961840056#sal-spa	24	5	34.15
[bulk janitorial]	Exact match	AU_Generic_P-V_Janitorial	Products_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_374169988789_x175435635742	48	5	27.94
"""professional mop buckets"""	Phrase match	AU_Generic_P-V_Janitorial	Floor-Care_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_370921825194_y175435629982#cle-jan	110	5	19.77
"""tea wholesalers"""	Phrase match	AU_Generic_P-V_Food	Food_Wholesalers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_491015531232_y173370685610	37	5	29.96
[drinks suppliers]	Exact match	AU_Generic_P-V_Food	Food_Suppliers_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_325216669857_x173370679650	19	5	17.81
"""bulk razors"""	Phrase match	AU_Generic_P-V_Beauty	Hair-Appliances_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_bea_298088451541_y178961838456	43	5	17.37
"""paper products supplier"""	Phrase match	AU_Generic_P-V_Janitorial	Paper_Supplier_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_7271762531_y175435633902#cle-jan	33	5	12.36
"""bulk pyjamas"""	Phrase match	AU_Generic_P-V_Apparel	Sleepwear_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_app_668764959996_y179602179073	18	5	49.93
"""shoes in bulk"""	Phrase match	AU_Generic_P-V_Shops	Clothing_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_sho_1915153749_y179602106393	88	5	23.45
"""dog supplies distributors"""	Phrase match	AU_Generic_P-V_Shops	Pet Shop_Distributors_Phrase	https://business.amazon.com.au/?ref=pd_sl_AU_pv_sho_319239138639_y179602105353	61	5	23.4
[store furniture]	Exact match	AU_Generic_P-V_Shops	Furniture_Exact	https://business.amazon.com.au/?ref=pd_sl_AU_pv_sho_30421150_x179602107113	27	5	27.21
"""wholesale appliances"""	Phrase match	AU_Generic	Wholesales_Products_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_300521712452_y174297845690	71	5	61.73
[bulk toilet tissue]	Exact match	AU_Generic_P-V_Janitorial	Paper_Bulk_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_303272235069_x175435631942#cle-jan	26	5	22.23
[professional mops]	Exact match	AU_Generic_P-V_Janitorial	Floor-Care_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_303380646845_x175435633382#cle-jan	118	5	28.44
"""hospitality bathroom supplies"""	Phrase match	AU_Generic_P-V_Hospitality	Hospitality_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_hosp_483581202175_y182023549870#foo-ser	40	5	15.17
"""cutlery wholesalers"""	Phrase match	AU_Generic_P-V_Food	Cultlery_Wholesalers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_310685400618_y173370684690	54	5	17.56
[coffee machines sellers]	Exact match	AU_Generic_P-V_Food	Coffee Machines_Sellers_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_851497089761_x173370678610	129	5	35.63
"""bulk cutlery sets"""	Phrase match	AU_Generic_P-V_Food	Cultlery_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_309159301099_y173370684410	44	5	12.57
"""bulk knives"""	Phrase match	AU_Generic_P-V_Food	Cultlery_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_180960318_y173370684410	44	5	16.62
[bulk laptops]	Exact match	AU_Generic_P-V_Electronics	Computers_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_ele_296130027293_x179165232178	43	5	33.25
"""wholesale umbrellas"""	Phrase match	AU_Generic_P-V_Apparel	Accessories_Wholesales_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_251963863_y179602182193	51	6	24.01
[bulk take out containers]	Exact match	AU_Generic_P-V_Food	Kitchen Tools_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_330282916506_x173370680770	32	6	34.01
"""bulk jeans"""	Phrase match	AU_Generic_P-V_Apparel	Bottoms_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_app_302943703415_y179602181753	78	6	34.62
"""manufacturing items"""	Phrase match	AU_Generic	Commercial Customers_Products_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_329744750076_y174297847330	98	6	53.75
"""christmas decorations wholesalers"""	Phrase match	AU_Generic_P-V_Celebrations	Christmas_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_celec_339325864204_y183739365772	86	6	35.14
[business cards]	Exact match	AU_Generic_P-V_Office	Office-Supplies_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_10105701_x175041560541#off-pro	126	6	27.4
"""polo shirts distributors"""	Phrase match	AU_Generic_P-V_Apparel	Tops_Distributors_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_311421188353_y179602179353	71	6	69.63
"""spray bottles supplier"""	Phrase match	AU_Generic_P-V_Janitorial	Tools_Supplier_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_925359967562_y175435632382#cle-jan	52	6	29.71
[bulk snacks]	Exact match	AU_Generic_P-V_Food	Food_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_599030080_x173370681730	44	6	21.61
[drinks wholesaler]	Exact match	AU_Generic_P-V_Food	Wholesalers_Food_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_317833152134_x173370681250	51	6	41.99
[wholesale meals]	Exact match	AU_Generic_P-V_Food	Food_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_866179340297_x173370681770	74	6	51.21
"""equipment and supply"""	Phrase match	AU_Generic	Procurement_Products_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_526782369755_y174297844010	116	6	46.31
"""wholesale boxed chocolate"""	Phrase match	AU_Generic_P-V_Food	Food_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_1045627263830_y173370685570	29	6	55.92
"""industrial fittings"""	Phrase match	AU_Generic_P-V_Industrial	Hydraulics_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ind_317063477235_y179165227658#mro	53	6	23.22
"""bulk cake boxes"""	Phrase match	AU_Generic_P-V_Food	Kitchen Tools_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_4371838817_y173370686130	25	6	20.73
"""party accessories suppliers"""	Phrase match	AU_Generic_P-V_Celebrations	Party_Suppliers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_celec_318299268695_y183739365972	84	6	56.33
"""hotel supplies wholesale"""	Phrase match	AU_Generic_P-V_Hospitality	Products_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_hosp_296832253420_y182023549630#foo-ser	59	6	70.94
"""bulk bin bags"""	Phrase match	AU_Generic_P-V_Janitorial	Waste_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_345674125391_y175435632422	205	6	32.61
"""bulk polishes"""	Phrase match	AU_Generic_P-V_Janitorial	Industrial-Chemicals_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_1434855916206_y175435630542	39	6	27.92
[bulk toilet tissue]	Exact match	AU_Generic_P-V_Janitorial	Paper_Bulk	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_303272235069_x175435636782	47	6	35.98
"""bulk spoons"""	Phrase match	AU_Generic_P-V_Food	Cultlery_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_4994849482_y173370684410	76	6	24.25
[wholesale chocolate]	Exact match	AU_Generic_P-V_Food	Food_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_298281653946_x173370681770	58	7	19.06
"""wholesale canned goods"""	Phrase match	AU_Generic_P-V_Food	Food_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_300421345801_y173370685570	39	7	32.48
"""professional sanders"""	Phrase match	AU_Generic_P-V_Crafts	Professional-Tools_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_cra_335801898159_y181713036681#mro	82	7	25.05
"""electrical testing products"""	Phrase match	AU_Generic_P-V_Industrial	Measurement_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ind_668903116214_y179165228338#mro	115	7	39.64
[wholesale suppliers]	Exact match	AU_Generic	Wholesales_Suppliers_Exact	https://business.amazon.com.au/?ref=pd_sl_au_pv_17136011_x183777807248	34	7	83.46
"""products for start-ups"""	Phrase match	AU_Generic	Enterprises_Products_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_2417898028293_y174297845970	95	7	44.19
"""bulk"""	Phrase match	AU_Generic	Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_24895062_y174297847370	142	7	35.59
"""skin care products suppliers"""	Phrase match	AU_Generic_P-V_Beauty	Skin-Care_Supplier_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_331093407036_y178961838376#sal-spa	52	7	42.02
"""wholesale tissues"""	Phrase match	AU_Generic_P-V_Janitorial	Paper_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_312588116570_y175435635342#cle-jan	40	7	47.77
"""toy suppliers"""	Phrase match	AU_Generic_P-V_Shops	Toys Shop_Suppliers_Phrase	https://business.amazon.com.au/?ref=pd_sl_AU_pv_sho_301267203532_y179602103433	28	7	22.81
"""shorts distributors"""	Phrase match	AU_Generic_P-V_Apparel	Bottoms_Distributors_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_1434094903860_y179602183113	35	7	27.92
"""online platforms b2b"""	Phrase match	AU_Generic	B2B_Marketplace_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_1436375072375_y174297846410	198	7	46.47
[amazon business free]	Exact match	AU_Brand_Exact	Account_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_413943787905_x182824221487	90	7	82.59
[amazon business account sign up]	Exact match	AU_Brand_Exact	Account_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_356593838770_x182824221487	22	7	41.58
[amazon business open account]	Exact match	AU_Brand_Exact	Account_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_315288937870_x182824221487	22	7	61.28
"""bookbags suppliers"""	Phrase match	AU_Generic_P-V_Apparel	Accessories_Suppliers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_1434094900780_y179602179833	93	7	39.33
[wholesale sportswear]	Exact match	AU_Generic_P-V_Apparel	Sportware_Wholesales_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_25470140_x182644073201	86	7	47.21
"""wholesale meals"""	Phrase match	AU_Generic_P-V_Food	Food_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_1731486292051_y173370685570	83	7	22.53
"""shirts suppliers"""	Phrase match	AU_Generic_P-V_Apparel	Tops_Suppliers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_317327259533_y179602179273	80	7	27.73
"""beauty parlour wholesaler"""	Phrase match	AU_Generic_P-V_Beauty	Wholesalers_Cosmetics_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_1437911306377_y178961838656#sal-spa	161	7	52.62
[party decorations products]	Exact match	AU_Generic_P-V_Celebrations	Party_Decorations_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_celec_892568249927_x175435637902	65	7	31.23
[commercial cleaning supply]	Exact match	AU_Generic_P-V_Shops	Catalog_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_sho_92678015_x179602106353#cle-jan	78	7	54.08
"""pet supplies wholesaler"""	Phrase match	AU_Generic_P-V_Shops	Pet Shop_Wholesale_Phrase	https://business.amazon.com.au/?ref=pd_sl_AU_pv_sho_968690066_y179602103913	39	7	23.7
[wholesaler for resellers]	Exact match	AU_Generic	Resellers_Distributors_Exact	https://business.amazon.com.au/?ref=pd_sl_au_pv_833650798741_x183777804608	72	7	44.05
"""wipes distributor"""	Phrase match	AU_Generic_P-V_Janitorial	Tools_Distributor_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_506846227673_y175435630742#cle-jan	80	7	60.92
"""bulk women t-shirts"""	Phrase match	AU_Generic_P-V_Apparel	Tops Women_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_app_1435916429433_y179602182913	45	7	32.23
"""wholesale shoes"""	Phrase match	AU_Generic_P-V_Apparel	Shoes_Wholesales_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_30570650_y179602179033	37	7	28.41
"""wholesale bedding"""	Phrase match	AU_Generic_P-V_Hospitality	Products_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_hosp_127482457_y182023549630#foo-ser	40	7	26.44
"""bulk eyewear"""	Phrase match	AU_Generic_P-V_Apparel	Eyewear_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_app_311677578911_y179602181913	67	7	38.38
"""salt wholesale"""	Phrase match	AU_Generic_P-V_Food	Wholesales_Food_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_303685317331_y173370688530	67	7	18.58
[fabric wholesale]	Exact match	AU_Generic_P-V_Materials	Wholesales_Textiles_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_mat_147217136_x176863279623	46	7	32.96
[canned food wholesale]	Exact match	AU_Generic_P-V_Food	Wholesales_Food_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_303975295103_x173370677490	18	7	32.68
[bulk paper towels]	Exact match	AU_Generic_P-V_Janitorial	Paper_Bulk	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_276459133_x175435636782	100	7	43.77
"""bulk tissues"""	Phrase match	AU_Generic_P-V_Janitorial	Paper_Bulk	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_312588111570_y175435636782	132	7	23.21
[wholesale take out containers]	Exact match	AU_Generic_P-V_Food	Kitchen Tools_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_6310157762_x173370680810	48	7	76.65
"""commercial pots"""	Phrase match	AU_Generic_P-V_Food	Cookware_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_308377650956_y173370684130	64	7	18.77
[bulk buy food]	Exact match	AU_Generic_P-V_Food	Food_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_493638552432_x173370681730	81	8	11.89
[bulk chocolate]	Exact match	AU_Generic_P-V_Food	Food_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_302994240_x173370681730	75	8	30.66
[wholesaler]	Exact match	AU_Generic	Wholesalers_Exact	https://business.amazon.com.au/?ref=pd_sl_au_pv_15416990_x183777803928	71	8	80.28
"""start-up equipment"""	Phrase match	AU_Generic	Enterprises_Products_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_1458913159874_y174297845970	57	8	74.59
[business cards vendor]	Exact match	AU_Generic_P-V_Office	Office-Supplies_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_3605809699_x175041560541#off-pro	83	8	52.5
"""bulk soups"""	Phrase match	AU_Generic_P-V_Food	Food_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_354585033110_y173370685170	36	8	36.32
[business prime au]	Exact match	AU_Brand_Exact	Prime_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_2611426118072_x182824221727	40	8	32.17
"""wholesale clothing"""	Phrase match	AU_Generic	Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_44015323_y174297844730	64	8	72.99
"""bulk feminine hygiene products"""	Phrase match	AU_Generic_P-V_Janitorial	Personal-Care_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_329669028375_y175435630982	88	8	26.83
"""wholesale crisps"""	Phrase match	AU_Generic_P-V_Food	Food_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_343978779545_y173370685570	43	8	45.42
"""paper towels distributor"""	Phrase match	AU_Generic_P-V_Janitorial	Paper_Distributor_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_434736731009_y175435635022#cle-jan	177	8	35.97
"""lids wholesalers"""	Phrase match	AU_Generic_P-V_Food	Cookware_Wholesalers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_310148913574_y173370684370	75	8	29.31
"""disposable tableware suppliers"""	Phrase match	AU_Generic_P-V_Food	Cultlery_Suppliers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_316230407934_y173370684610	58	8	30.21
[pasta wholesalers]	Exact match	AU_Generic_P-V_Food	Food_Wholesalers_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_349550046924_x173370677210	45	8	39.4
[bulk fragrance]	Exact match	AU_Generic_P-V_Beauty	Fragrance_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_bea_2082845008_x181712970121	40	8	31.25
"""equipment wholesale"""	Phrase match	AU_Generic	Wholesales_Products_Phrase	https://business.amazon.com.au/?ref=pd_sl_au_pv_805770771_y174297845690	50	8	44.89
[chocolate wholesalers]	Exact match	AU_Generic_P-V_Food	Food_Wholesalers_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_369768693007_x173370677210	50	8	28.56
"""meat wholesale market"""	Phrase match	AU_Generic_P-V_Food	Wholesales_Food_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_1914242915230_y173370688530#foo-serv	58	8	44.06
"""bulk air fresheners"""	Phrase match	AU_Generic_P-V_Janitorial	Odour_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_4574511583_y175435634142	50	8	23.49
"""bulk straws"""	Phrase match	AU_Generic_P-V_Food	Barware_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_508871881192_y173370682930	44	8	55.31
"""bulk paper towels"""	Phrase match	AU_Generic_P-V_Janitorial	Paper_Bulk	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_276459193_y175435636782	111	8	53.43
"""bulk headphones"""	Phrase match	AU_Generic_P-V_Electronics	Headphones_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_ele_833843561_y184975937904	101	8	62.37
[wholesale cake boxes]	Exact match	AU_Generic_P-V_Food	Kitchen Tools_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_2203753422_x173370680810	26	8	18.36
"""bulk coats"""	Phrase match	AU_Generic_P-V_Apparel	Outerwear_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_app_475535012120_y179602178833	95	9	49.92
[wholesale sweets]	Exact match	AU_Generic_P-V_Food	Food_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_510418793_x173370681770	54	9	43.38
"""toy wholesalers"""	Phrase match	AU_Generic_P-V_Shops	Toys Shop_Wholesale_Phrase	https://business.amazon.com.au/?ref=pd_sl_AU_pv_sho_295928849969_y179602107993	75	9	66.76
"""mens bulk polo shirts"""	Phrase match	AU_Generic_P-V_Apparel	Tops Men_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_au_pv_app_335945105200_y179602180993	40	9	48.57
"""electrical suppliers"""	Phrase match	AU_Generic_P-V_Crafts	Professional-Tools_Suppliers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_cra_93186401_y181713033481#mro	121	9	48.25
[wholesale]	Exact match	AU_Generic	Wholesale_Exact	https://business.amazon.com.au/?ref=pd_sl_au_pv_15056150_x183777803888	125	9	72.65
[fragrance distributors]	Exact match	AU_Generic_P-V_Beauty	Fragrance_Distributors_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_302799375_x181712969921#sal-spa	61	9	39.33
"""bulk dairy"""	Phrase match	AU_Generic_P-V_Food	Food_Bulk_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_361409505517_y173370685170#foo-serv	57	9	21.24
[amazon business portal]	Exact match	AU_Brand_Exact	Navigation_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_376223229999_x182824221567	47	9	31.34
"""bulk disinfectants"""	Phrase match	AU_Generic_P-V_Janitorial	Detergent_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_jan_964558082327_y175435633862	132	9	54.03
"""commercial toilet tissue dispensers"""	Phrase match	AU_Generic_P-V_Janitorial	Fixtures_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_jan_355948698469_y175435632182#cle-jan	111	9	28.86
[cosmetics wholesaler]	Exact match	AU_Generic_P-V_Beauty	Wholesalers_Cosmetics_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_152173323_x181712968721#sal-spa	61	9	41.79
"""hotel bathroom supplies"""	Phrase match	AU_Generic_P-V_Hospitality	Products_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_hosp_305463755238_y182023549670#foo-ser	73	9	58.48
"""industrial bolts"""	Phrase match	AU_Generic_P-V_Industrial	Tools_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ind_327479935884_y179165228858#mro	105	9	39.34
[cake boxes wholesalers]	Exact match	AU_Generic_P-V_Food	Kitchen Tools_Wholesalers_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_863073357293_x173370679090	31	9	38.36
"""bulk salon products"""	Phrase match	AU_Generic_P-V_Beauty	Salon-Spa_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_bea_360664667645_y178961838136	88	9	29.31
"""computer parts distributor"""	Phrase match	AU_Generic_P-V_Electronics	Computers_Distributor_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_301284382715_y184975937464#comp	92	9	74.85
"""bulk mobile phone"""	Phrase match	AU_Generic_P-V_Electronics	Cell-Phones_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_ele_326677315324_y184975936984	61	9	29.3
"""wholesale cutting boards"""	Phrase match	AU_Generic_P-V_Food	Kitchen Tools_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_299992079965_y173370686370	43	9	39.69
"""book wholesales"""	Phrase match	AU_Generic_P-V_Shops	Books Shop_Wholesales_Phrase	https://business.amazon.com.au/?ref=pd_sl_AU_pv_sho_341109363776_y179602105433	100	10	43.25
"""other distributors"""	Phrase match	AU_Generic_P-V_Apparel	Hosiery & Socks_Distributors_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_au_pv_app_1433820699827_y179602180033	98	10	39.72
"""tumblers wholesalers"""	Phrase match	AU_Generic_P-V_Food	Glassware_Wholesalers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_318860271521_y173370686090	67	10	110.23
"""home office paper"""	Phrase match	AU_Generic_P-V_Office	Home-Office_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_379777609625_y175041559901#off-pro	175	10	66.84
[amazon for business prime]	Exact match	AU_Brand_Exact	Prime_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_374151901645_x182824221727	72	10	64.55
[au amazon business prime]	Exact match	AU_Brand_Exact	Prime_Exact	https://business.amazon.com.au/?ref_=pd_sl_au_brand_core_2611426117912_x182824221727	38	10	67.28
[bulk soft drinks]	Exact match	AU_Generic_P-V_Food	Drinks_Bulk_Exact	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_foo_317481834185_x173370678890	76	10	52.94
"""bulk brushes"""	Phrase match	AU_Generic_P-V_Beauty	Hair-Appliances_Bulk_Phrase	https://business.amazon.com.au/en/solutions/bulk-buying?ref=pd_sl_AU_pv_bea_1200959268_y178961838456	90	10	53.24
"""pots wholesalers"""	Phrase match	AU_Generic_P-V_Food	Cookware_Wholesalers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_938338932391_y173370684370	93	10	45.09
"""dessert wholesale"""	Phrase match	AU_Generic_P-V_Food	Wholesales_Food_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_foo_319443498393_y173370688530	201	10	80.02
"""wholesale mobile phone"""	Phrase match	AU_Generic_P-V_Electronics	Cell-Phones_Wholesale_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_140787690_y184975937184#comp	92	10	63
"""professional workbenches"""	Phrase match	AU_Generic_P-V_Crafts	Professional-Tools_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_cra_359552465758_y181713036681#mro	107	11	42.48
"""commercial computers"""	Phrase match	AU_Generic_P-V_Electronics	Computers_Phrase	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_ele_339845951706_y184975937264#comp	576	11	142.36
[wholesale fragrance]	Exact match	AU_Generic_P-V_Beauty	Fragrance_Wholesale_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_bea_351233574687_x181712970201#sal-spa	57	11	45.03
"""gift suppliers"""	Phrase match	AU_Generic_P-V_Shops	Suppliers_Gifts_Phrase	https://business.amazon.com.au/?ref=pd_sl_AU_pv_sho_138461210_y179602107753	96	11	59.78
[office furniture]	Exact match	AU_Generic_P-V_Office	Furniture_Exact	https://business.amazon.com.au/en/supplies?ref=pd_sl_AU_pv_off_10273171_x175041560141#off-pro	215	11	48.37
